Idade,Instisfeito,ViagemTrabalho,DistanciaMoradia,Educacao,Satisfacao,Genero,EnvolvimentoTrabalho,NivelTrabalho,SatisfacaoTrabalho,StatusCivil,SalarioMensal,TrabalhosAnteriores,TaxaPerformance,SatisfacaoColegas,Workbalance,AnosEmpresa,AnosMesmaPosicao,AnosUltimaPromocao,AnosComMemoGerente
36,Nao,Viaja_raramente,2,4,3,Feminino,3,2,4,Solteiro,4502,3,3,3,2,13,7,6,7
45,Nao,Nao_viaja,1,1,3,Masculino,2,3,3,Casado,10748,3,4,4,2,23,15,14,4
24,Sim,Viaja_raramente,22,1,4,Masculino,1,1,3,Casado,1555,1,3,3,3,1,0,0,0
47,Sim,Viaja_frequentemente,9,3,3,Masculino,1,4,3,Casado,12936,7,3,3,1,23,5,14,10
26,Nao,Viaja_raramente,17,4,4,Masculino,1,1,3,Casado,2305,1,3,3,4,3,2,0,2
45,Nao,Viaja_raramente,28,2,4,Feminino,2,4,2,Solteiro,16704,1,3,3,3,21,6,8,6
32,Nao,Viaja_frequentemente,10,3,1,Masculino,3,1,3,Casado,3433,6,3,1,2,5,2,1,3
31,Nao,Viaja_raramente,2,4,2,Masculino,3,1,3,Casado,3477,1,3,4,4,5,2,0,3
41,Nao,Nao_viaja,4,3,3,Masculino,1,2,2,Casado,6430,6,3,2,3,3,2,1,2
40,Nao,Viaja_raramente,8,2,2,Feminino,3,2,1,Casado,6516,2,3,2,3,1,0,0,0
24,Nao,Viaja_raramente,29,1,2,Masculino,3,1,1,Divorciado,3907,1,3,2,4,6,2,1,2
46,Nao,Viaja_raramente,13,4,3,Masculino,3,2,2,Solteiro,5562,6,3,4,3,10,7,0,9
35,Nao,Viaja_raramente,27,4,4,Masculino,3,2,3,Casado,6883,2,3,2,3,7,7,0,7
30,Nao,Viaja_raramente,16,1,2,Masculino,3,1,4,Casado,2862,1,3,2,2,10,0,0,8
47,Nao,Nao_viaja,2,4,3,Masculino,3,2,2,Casado,4978,7,3,4,1,1,0,0,0
46,Nao,Viaja_raramente,2,3,3,Masculino,3,3,4,Divorciado,10368,4,3,2,2,10,6,0,3
36,Sim,Viaja_raramente,13,5,2,Masculino,2,2,1,Divorciado,6134,5,3,2,3,2,2,2,2
32,Sim,Viaja_raramente,1,2,1,Masculino,1,2,2,Solteiro,6735,6,3,2,3,0,0,0,0
23,Nao,Viaja_raramente,4,1,3,Feminino,3,1,2,Solteiro,3295,1,3,3,1,3,2,1,2
31,Nao,Viaja_frequentemente,24,1,4,Feminino,3,2,4,Solteiro,5238,2,4,4,2,5,4,1,4
39,Nao,Nao_viaja,1,3,4,Masculino,3,2,4,Casado,6472,1,3,4,3,9,8,5,8
32,Nao,Viaja_raramente,19,3,4,Masculino,1,3,3,Casado,9610,3,3,3,1,4,3,0,2
40,Nao,Viaja_raramente,7,4,2,Masculino,3,5,2,Solteiro,19833,1,3,2,2,21,8,12,8
45,Nao,Viaja_raramente,4,3,3,Feminino,1,3,3,Casado,9756,4,4,3,4,5,0,0,3
30,Nao,Viaja_frequentemente,2,4,4,Feminino,2,1,1,Solteiro,4968,0,3,4,3,9,7,0,7
24,Nao,Viaja_frequentemente,10,3,1,Masculino,3,1,4,Casado,2145,0,3,4,3,2,2,2,1
30,Sim,Viaja_frequentemente,8,3,3,Feminino,2,1,4,Divorciado,2180,6,3,3,2,4,2,1,2
31,Nao,Viaja_raramente,5,3,1,Masculino,3,2,3,Casado,8346,1,3,3,3,5,2,0,2
27,Nao,Viaja_raramente,8,3,3,Feminino,3,1,4,Solteiro,3445,1,3,3,2,6,2,1,4
29,Sim,Viaja_raramente,9,3,2,Feminino,1,1,2,Solteiro,2760,1,3,3,3,2,2,2,2
29,Nao,Viaja_frequentemente,1,3,4,Masculino,4,2,3,Solteiro,6294,8,3,4,4,3,2,0,2
30,Nao,Viaja_raramente,15,2,3,Masculino,2,3,1,Divorciado,7140,2,3,1,3,7,7,1,7
34,Nao,Viaja_raramente,2,4,4,Masculino,4,1,4,Casado,2932,0,3,1,3,5,0,1,2
33,Nao,Nao_viaja,2,3,4,Feminino,3,2,2,Solteiro,5147,8,3,4,2,11,7,1,7
49,Nao,Viaja_raramente,11,4,4,Feminino,3,2,4,Solteiro,4507,3,3,3,4,5,1,0,4
33,Sim,Viaja_raramente,16,3,1,Feminino,3,3,1,Solteiro,8564,2,4,3,2,0,0,0,0
38,Nao,Viaja_frequentemente,2,2,3,Feminino,2,1,2,Casado,2468,4,3,2,2,6,1,0,5
31,Sim,Viaja_raramente,16,4,1,Masculino,3,3,3,Casado,8161,2,3,1,3,1,0,0,0
29,Nao,Viaja_raramente,4,3,4,Feminino,2,1,1,Divorciado,2109,1,3,3,3,1,0,0,0
30,Nao,Viaja_raramente,16,3,3,Masculino,4,2,3,Casado,5294,3,3,3,3,7,0,1,7
32,Nao,Nao_viaja,5,4,2,Masculino,3,1,2,Solteiro,2718,2,3,2,3,7,7,0,7
38,Nao,Viaja_raramente,18,3,2,Masculino,1,2,4,Casado,5811,3,3,3,3,1,0,1,0
43,Sim,Viaja_frequentemente,17,3,3,Masculino,2,1,3,Casado,2437,9,3,4,3,1,0,0,0
42,Nao,Viaja_raramente,12,3,2,Masculino,3,1,2,Divorciado,2766,8,4,2,2,5,3,0,4
55,Nao,Viaja_raramente,2,3,3,Masculino,2,5,1,Casado,19038,8,3,2,3,1,0,0,0
33,Nao,Nao_viaja,4,3,4,Masculino,3,2,2,Divorciado,3055,5,3,4,2,9,8,1,7
41,Nao,Viaja_raramente,9,4,3,Masculino,3,1,1,Divorciado,2289,1,4,2,3,5,3,0,4
34,Nao,Nao_viaja,10,3,4,Masculino,3,2,3,Divorciado,4001,1,3,3,3,15,14,0,7
53,Nao,Nao_viaja,1,4,1,Feminino,2,4,3,Casado,12965,4,4,4,2,3,2,0,2
43,Nao,Viaja_raramente,2,3,2,Masculino,3,1,4,Solteiro,3539,0,3,2,3,9,7,1,8
34,Nao,Viaja_raramente,3,2,4,Feminino,1,2,4,Solteiro,6029,5,3,1,3,2,2,2,2
21,Sim,Viaja_raramente,7,1,2,Masculino,3,1,2,Solteiro,2679,1,3,2,3,1,0,1,0
38,Nao,Viaja_raramente,6,2,4,Feminino,2,1,3,Casado,3702,1,3,2,3,5,4,0,4
22,Sim,Viaja_raramente,8,1,3,Feminino,3,1,1,Casado,2398,1,3,3,3,1,0,0,0
31,Nao,Viaja_raramente,29,4,1,Feminino,2,2,4,Casado,5468,1,3,1,3,12,7,5,7
51,Nao,Viaja_raramente,3,3,1,Feminino,3,3,3,Casado,13116,2,3,4,3,2,2,2,2
37,Nao,Viaja_raramente,9,2,2,Masculino,2,2,2,Casado,4189,1,3,1,3,5,2,0,3
46,Nao,Viaja_raramente,2,4,3,Masculino,3,5,4,Divorciado,19328,7,3,3,3,2,1,2,2
36,Nao,Viaja_raramente,10,3,4,Masculino,3,3,1,Casado,8321,7,3,4,3,12,8,5,7
44,Sim,Viaja_frequentemente,1,2,3,Masculino,3,1,2,Divorciado,2342,1,3,3,2,5,3,2,3
37,Nao,Viaja_raramente,8,2,3,Masculino,3,2,2,Divorciado,4071,2,3,3,2,10,0,4,7
35,Sim,Viaja_raramente,27,3,3,Masculino,3,2,4,Solteiro,5813,1,3,4,3,10,7,7,7
33,Nao,Viaja_raramente,8,4,4,Masculino,4,1,1,Casado,3143,6,3,2,3,10,8,7,6
28,Nao,Viaja_raramente,1,3,3,Masculino,3,1,4,Casado,2044,1,3,3,4,5,3,0,3
39,Nao,Viaja_raramente,10,1,3,Masculino,3,3,3,Solteiro,13464,7,4,3,3,4,3,2,2
46,Nao,Nao_viaja,26,2,2,Masculino,2,2,2,Solteiro,7991,8,3,3,3,2,2,2,2
40,Nao,Viaja_raramente,2,2,3,Feminino,3,1,1,Casado,3377,4,3,4,2,4,3,0,2
42,Nao,Viaja_raramente,13,3,2,Masculino,4,2,1,Casado,5538,5,3,3,2,0,0,0,0
35,Nao,Nao_viaja,2,2,2,Masculino,3,2,4,Divorciado,5762,2,3,3,3,7,7,1,7
38,Nao,Nao_viaja,2,3,1,Masculino,3,1,2,Divorciado,2592,5,3,4,3,11,10,3,8
34,Sim,Viaja_frequentemente,9,4,4,Masculino,3,2,1,Casado,5346,4,3,3,2,7,1,0,7
37,Sim,Viaja_raramente,10,4,4,Masculino,3,2,1,Solteiro,4213,1,3,2,1,10,3,0,8
39,Nao,Viaja_frequentemente,20,3,3,Masculino,3,2,4,Divorciado,4127,2,3,4,3,2,1,2,2
43,Nao,Nao_viaja,9,3,1,Masculino,3,1,3,Solteiro,2438,4,3,3,2,3,2,1,2
41,Nao,Viaja_raramente,5,3,2,Masculino,4,2,2,Solteiro,6870,3,3,1,1,3,2,1,2
41,Nao,Viaja_raramente,4,1,3,Feminino,3,3,3,Divorciado,10447,0,3,4,4,22,14,13,5
30,Nao,Viaja_raramente,10,3,1,Feminino,3,3,3,Solteiro,9667,9,3,2,3,7,7,0,2
26,Sim,Viaja_raramente,20,2,4,Feminino,3,1,2,Casado,2148,0,3,3,3,5,1,1,4
46,Sim,Viaja_raramente,21,2,4,Feminino,3,2,2,Casado,8926,4,4,4,4,9,7,3,7
40,Nao,Viaja_raramente,1,3,3,Feminino,3,2,4,Divorciado,6513,4,3,4,3,5,3,0,3
34,Nao,Viaja_raramente,8,2,2,Masculino,4,2,3,Casado,6799,1,4,3,3,10,8,4,8
58,Nao,Nao_viaja,2,3,2,Masculino,3,4,2,Divorciado,16291,4,4,4,2,16,9,14,14
35,Nao,Viaja_raramente,23,4,2,Masculino,1,1,3,Casado,2705,0,3,2,4,5,4,0,3
47,Nao,Viaja_raramente,4,3,3,Feminino,2,3,2,Divorciado,10333,8,3,3,3,22,11,14,10
40,Nao,Viaja_raramente,12,3,2,Feminino,3,2,1,Divorciado,4448,2,3,2,3,7,4,7,7
54,Nao,Viaja_raramente,7,4,4,Feminino,3,2,4,Casado,6854,4,3,2,2,7,1,1,7
31,Nao,Viaja_frequentemente,7,4,1,Feminino,3,3,1,Casado,9637,2,3,4,3,3,2,2,2
28,Nao,Viaja_raramente,1,3,3,Feminino,3,1,1,Casado,3591,1,4,3,3,3,2,1,2
38,Nao,Viaja_raramente,2,4,2,Feminino,1,2,4,Casado,5405,2,4,1,2,4,2,0,3
26,Nao,Viaja_raramente,10,3,3,Masculino,3,2,4,Solteiro,4684,1,3,1,3,5,3,1,2
58,Nao,Viaja_frequentemente,15,4,1,Masculino,3,4,3,Casado,15787,2,3,2,3,2,2,2,2
18,Nao,Nao_viaja,14,3,2,Feminino,3,1,3,Solteiro,1514,1,3,3,1,0,0,0,0
31,Sim,Viaja_raramente,18,5,4,Masculino,4,1,1,Casado,2956,0,3,3,3,1,0,0,0
29,Sim,Viaja_raramente,13,3,1,Masculino,2,1,1,Divorciado,2335,4,3,4,3,2,2,2,0
45,Nao,Nao_viaja,2,4,3,Feminino,3,2,3,Casado,5154,4,4,2,4,8,7,5,7
36,Nao,Viaja_raramente,2,4,4,Feminino,3,2,2,Casado,6962,4,4,4,3,1,0,0,0
43,Nao,Viaja_frequentemente,2,4,1,Masculino,3,2,4,Casado,5675,1,4,3,3,7,7,7,7
27,Nao,Viaja_frequentemente,5,2,4,Feminino,3,1,4,Solteiro,2379,0,3,3,2,5,4,0,2
29,Nao,Viaja_frequentemente,20,1,4,Masculino,3,1,4,Casado,3812,1,3,2,4,11,8,3,10
32,Nao,Viaja_frequentemente,10,4,4,Masculino,3,2,4,Solteiro,4648,8,3,3,4,0,0,0,0
42,Nao,Nao_viaja,10,4,3,Masculino,3,1,3,Casado,2936,3,4,2,2,6,3,3,3
47,Nao,Viaja_raramente,9,4,2,Feminino,3,1,3,Solteiro,2105,4,3,3,3,2,2,2,0
46,Nao,Viaja_raramente,2,2,4,Masculino,3,3,4,Divorciado,8578,3,3,3,2,9,8,4,7
28,Nao,Nao_viaja,1,2,3,Masculino,3,1,4,Divorciado,2706,1,3,2,3,3,2,2,2
29,Nao,Viaja_raramente,29,1,4,Masculino,1,2,3,Divorciado,6384,8,3,4,3,7,0,1,6
42,Nao,Viaja_raramente,8,3,4,Masculino,3,1,3,Solteiro,3968,4,3,4,3,0,0,0,0
32,Sim,Viaja_raramente,2,4,3,Masculino,2,2,2,Solteiro,9907,7,3,3,2,2,2,2,2
46,Nao,Viaja_raramente,3,3,1,Feminino,4,4,1,Divorciado,13225,2,3,4,3,19,17,2,8
27,Nao,Viaja_raramente,23,1,2,Feminino,2,2,3,Casado,3540,1,4,4,3,9,8,5,8
29,Nao,Viaja_raramente,6,1,4,Masculino,2,1,2,Casado,2804,1,3,4,3,1,0,0,0
43,Nao,Viaja_raramente,6,3,1,Feminino,2,5,3,Casado,19392,7,3,4,3,16,12,6,14
48,Nao,Viaja_raramente,10,3,4,Masculino,2,5,2,Casado,19665,4,3,4,3,22,10,12,9
29,Sim,Viaja_frequentemente,24,2,4,Masculino,2,1,4,Solteiro,2439,1,4,2,2,1,0,1,0
46,Sim,Viaja_raramente,10,3,3,Feminino,3,3,2,Casado,7314,5,4,3,3,8,7,0,7
27,Nao,Viaja_frequentemente,15,3,4,Feminino,2,1,1,Casado,4774,0,3,4,2,7,6,7,3
39,Nao,Viaja_raramente,19,4,4,Masculino,3,2,4,Divorciado,3902,8,3,2,3,2,2,2,2
55,Nao,Viaja_raramente,2,4,2,Masculino,2,1,4,Casado,2662,8,4,2,4,5,2,0,4
28,Nao,Viaja_raramente,3,3,2,Feminino,3,1,2,Casado,2856,1,3,4,3,1,0,0,0
30,Sim,Viaja_raramente,9,3,2,Masculino,3,1,4,Solteiro,1081,1,3,3,2,1,0,0,0
22,Sim,Viaja_raramente,7,1,4,Masculino,3,1,2,Solteiro,2472,1,4,1,3,1,0,0,0
36,Nao,Viaja_raramente,10,4,2,Feminino,2,2,3,Casado,5673,1,3,1,3,10,9,1,7
31,Nao,Viaja_raramente,20,3,2,Masculino,3,2,3,Divorciado,4197,1,3,1,3,10,8,0,2
34,Nao,Viaja_raramente,4,3,3,Masculino,3,3,4,Casado,9713,2,3,4,3,5,3,1,0
29,Nao,Viaja_raramente,7,3,4,Masculino,3,1,1,Solteiro,2062,3,3,2,3,3,2,1,2
37,Nao,Viaja_raramente,7,4,4,Masculino,3,2,1,Casado,4284,5,4,3,3,5,3,0,4
35,Nao,Viaja_raramente,16,2,4,Feminino,2,2,2,Casado,4788,0,3,4,3,3,2,0,2
45,Nao,Viaja_raramente,25,2,2,Feminino,2,2,4,Casado,5906,0,3,4,2,9,8,3,8
36,Nao,Viaja_frequentemente,2,1,2,Masculino,2,2,4,Solteiro,3886,1,4,4,2,10,1,0,8
40,Nao,Viaja_raramente,1,4,1,Masculino,3,4,1,Divorciado,16823,2,3,1,3,19,7,11,16
26,Nao,Viaja_raramente,1,2,2,Feminino,2,1,3,Casado,2933,1,3,3,2,1,0,1,0
27,Nao,Viaja_raramente,2,2,1,Feminino,4,2,3,Solteiro,6500,0,3,2,2,8,7,0,7
48,Nao,Viaja_frequentemente,22,3,4,Feminino,3,4,4,Divorciado,17174,3,3,2,3,22,17,4,7
44,Nao,Viaja_raramente,1,4,2,Masculino,4,2,1,Casado,5033,2,3,4,3,2,0,2,2
34,Sim,Nao_viaja,16,4,4,Masculino,1,1,1,Casado,2307,1,4,2,3,5,2,3,0
56,Sim,Viaja_raramente,24,2,1,Masculino,3,1,4,Solteiro,2587,1,3,4,3,4,2,1,0
36,Nao,Viaja_raramente,17,2,3,Masculino,2,2,2,Casado,5507,2,3,3,1,4,2,1,3
41,Nao,Viaja_raramente,8,3,3,Feminino,3,2,2,Casado,4393,5,4,3,3,5,4,1,4
42,Nao,Viaja_raramente,6,3,3,Masculino,3,3,1,Casado,13348,9,3,2,4,13,7,5,7
31,Nao,Viaja_raramente,10,2,3,Feminino,3,2,4,Divorciado,6583,2,3,4,3,5,2,1,4
34,Nao,Viaja_raramente,3,1,4,Feminino,2,2,4,Casado,8103,3,3,3,2,4,2,0,1
31,Nao,Viaja_raramente,4,3,1,Feminino,4,1,3,Divorciado,3978,8,3,2,2,2,2,2,2
26,Nao,Viaja_frequentemente,6,3,3,Masculino,4,1,4,Casado,2544,0,3,1,3,7,7,7,7
45,Nao,Viaja_frequentemente,1,4,2,Masculino,3,2,3,Solteiro,5399,4,3,3,3,4,2,0,3
33,Nao,Viaja_raramente,10,4,2,Masculino,3,2,3,Solteiro,5487,1,3,2,2,10,4,0,9
28,Nao,Viaja_frequentemente,1,2,3,Masculino,2,2,4,Casado,6834,1,3,3,3,7,7,0,7
29,Sim,Viaja_frequentemente,24,3,3,Masculino,4,1,1,Solteiro,1091,1,3,4,3,1,0,0,0
39,Nao,Nao_viaja,21,4,1,Feminino,1,2,3,Casado,5736,6,3,3,3,3,2,1,2
27,Nao,Viaja_raramente,2,4,2,Masculino,3,1,2,Casado,2226,1,3,3,2,5,3,1,2
34,Nao,Viaja_frequentemente,22,4,3,Masculino,2,2,4,Casado,5747,1,3,2,3,15,10,6,11
28,Sim,Viaja_raramente,13,2,4,Feminino,3,2,3,Solteiro,9854,3,3,4,3,2,0,2,2
47,Nao,Nao_viaja,14,4,3,Masculino,3,2,2,Casado,5467,8,3,3,4,8,7,1,7
56,Nao,Viaja_raramente,11,5,4,Feminino,2,2,1,Casado,5380,4,3,3,3,0,0,0,0
39,Nao,Viaja_raramente,9,2,1,Masculino,3,2,1,Casado,5151,1,4,4,3,10,0,7,9
38,Nao,Viaja_frequentemente,8,3,4,Feminino,2,2,2,Divorciado,2133,1,3,3,3,20,11,0,7
58,Nao,Viaja_raramente,21,3,4,Feminino,3,4,4,Casado,17875,4,3,3,2,1,0,0,0
32,Sim,Viaja_frequentemente,5,2,1,Feminino,4,1,3,Solteiro,2432,3,3,1,3,4,1,0,3
38,Nao,Viaja_raramente,9,2,2,Masculino,3,1,4,Divorciado,4771,2,3,4,4,5,2,0,3
49,Nao,Viaja_frequentemente,2,1,2,Masculino,3,5,4,Casado,19161,3,3,4,3,5,4,4,3
42,Nao,Viaja_raramente,12,4,2,Masculino,3,2,4,Divorciado,5087,3,3,3,3,0,0,0,0
27,Sim,Viaja_frequentemente,22,3,1,Feminino,2,1,2,Casado,2863,1,3,1,3,1,0,0,0
35,Nao,Viaja_raramente,18,4,2,Masculino,3,2,1,Casado,5561,0,3,4,1,5,3,0,4
28,Nao,Nao_viaja,16,3,3,Masculino,3,1,3,Solteiro,2144,1,3,3,2,5,3,1,4
31,Nao,Nao_viaja,3,2,3,Masculino,3,1,1,Divorciado,3065,1,3,4,4,4,2,2,3
36,Nao,Nao_viaja,9,4,1,Masculino,4,1,2,Casado,2810,1,4,2,3,5,4,0,2
34,Nao,Viaja_raramente,1,3,1,Masculino,3,3,4,Solteiro,9888,1,4,1,2,14,8,2,1
34,Nao,Viaja_raramente,13,4,4,Masculino,3,3,3,Divorciado,8628,1,3,3,2,8,7,1,1
26,Nao,Viaja_raramente,1,3,3,Masculino,3,1,1,Solteiro,2867,0,3,4,2,7,7,7,6
29,Nao,Viaja_raramente,1,3,1,Masculino,3,2,1,Casado,5373,0,3,1,2,5,3,0,2
32,Nao,Nao_viaja,15,4,3,Feminino,3,2,4,Divorciado,6667,5,3,2,3,5,1,1,2
31,Nao,Viaja_frequentemente,1,3,4,Masculino,1,2,1,Casado,5003,1,4,2,3,10,8,8,7
28,Sim,Viaja_raramente,17,3,3,Masculino,2,1,4,Divorciado,2367,5,3,1,2,4,1,0,3
38,Nao,Viaja_raramente,1,3,1,Masculino,2,1,1,Solteiro,2858,4,3,1,2,1,0,0,0
35,Nao,Viaja_raramente,7,4,3,Feminino,3,2,4,Casado,5204,1,3,4,3,10,8,0,9
27,Nao,Viaja_raramente,9,3,4,Masculino,3,2,4,Solteiro,4105,1,3,1,3,7,7,0,7
32,Nao,Viaja_raramente,5,4,4,Masculino,2,2,4,Solteiro,9679,8,4,2,3,1,0,0,0
31,Sim,Viaja_frequentemente,26,4,1,Masculino,3,2,4,Casado,5617,1,3,3,3,10,7,0,8
53,Sim,Viaja_raramente,24,4,1,Masculino,3,3,1,Solteiro,10448,6,3,2,2,2,2,2,2
54,Nao,Viaja_raramente,9,2,1,Feminino,3,2,3,Casado,2897,3,3,3,2,4,3,2,3
33,Nao,Viaja_frequentemente,7,2,4,Masculino,3,2,3,Divorciado,5968,1,4,3,3,9,7,2,8
43,Nao,Viaja_raramente,11,3,1,Masculino,3,3,3,Casado,7510,1,3,2,3,10,9,0,9
38,Nao,Viaja_frequentemente,1,4,4,Masculino,3,1,2,Casado,2991,0,3,2,3,6,2,1,2
55,Nao,Viaja_raramente,26,4,3,Masculino,4,5,2,Casado,19636,4,3,1,3,10,9,1,4
31,Nao,Viaja_raramente,2,1,4,Feminino,1,1,4,Divorciado,1129,1,3,3,3,1,0,0,0
39,Nao,Viaja_raramente,15,4,2,Masculino,3,4,1,Solteiro,13341,0,3,1,3,20,8,11,10
42,Nao,Nao_viaja,23,2,4,Masculino,2,2,3,Solteiro,4332,1,3,4,3,20,9,3,7
31,Nao,Nao_viaja,10,3,3,Feminino,3,3,3,Casado,11031,4,4,3,4,11,7,4,8
54,Nao,Viaja_raramente,10,3,3,Feminino,3,2,1,Solteiro,4440,6,3,4,3,5,2,1,4
24,Nao,Viaja_raramente,1,2,2,Masculino,2,2,3,Solteiro,4617,1,3,2,2,4,3,1,2
23,Nao,Viaja_raramente,12,2,4,Masculino,3,1,4,Solteiro,2647,1,3,3,4,5,2,1,4
40,Nao,Viaja_frequentemente,11,3,4,Feminino,3,2,3,Casado,6323,1,3,1,4,10,9,9,4
40,Nao,Viaja_raramente,2,2,2,Feminino,3,2,2,Casado,5677,3,3,3,3,11,8,5,10
25,Nao,Viaja_raramente,2,3,3,Feminino,3,1,2,Casado,2187,4,3,3,3,2,0,1,2
30,Nao,Viaja_raramente,1,2,4,Masculino,3,1,2,Casado,3748,1,3,3,2,12,8,1,7
25,Nao,Viaja_raramente,2,1,4,Masculino,3,1,3,Divorciado,3977,6,3,3,2,2,2,0,2
47,Nao,Viaja_raramente,25,3,1,Masculino,3,3,3,Solteiro,8633,2,4,2,3,17,14,12,11
33,Nao,Nao_viaja,1,2,2,Masculino,2,1,3,Divorciado,2008,1,3,3,2,1,1,0,0
38,Nao,Viaja_raramente,1,4,4,Masculino,3,2,2,Casado,4440,0,3,1,3,15,13,5,8
31,Nao,Viaja_raramente,2,2,1,Masculino,3,1,3,Casado,3067,0,3,3,3,2,2,1,2
38,Nao,Viaja_frequentemente,6,4,1,Masculino,2,2,3,Casado,5321,2,3,4,3,8,3,7,7
42,Nao,Viaja_raramente,18,4,4,Masculino,3,2,1,Divorciado,5410,6,3,3,2,4,3,1,2
41,Nao,Viaja_raramente,1,3,4,Masculino,3,1,4,Casado,2782,3,4,1,3,5,3,1,0
47,Nao,Nao_viaja,1,1,3,Feminino,3,3,2,Casado,11957,0,3,1,1,13,8,5,12
35,Nao,Viaja_raramente,11,4,4,Masculino,3,1,3,Casado,2660,7,3,3,3,2,2,2,2
22,Nao,Viaja_raramente,1,2,4,Masculino,3,1,3,Solteiro,3375,0,3,4,4,3,2,1,2
35,Nao,Viaja_raramente,9,4,2,Masculino,3,2,3,Solteiro,5098,1,3,2,3,10,7,0,8
33,Nao,Viaja_raramente,15,2,2,Feminino,3,2,4,Casado,4878,0,3,1,3,9,7,8,1
32,Nao,Viaja_raramente,29,4,3,Feminino,2,1,2,Solteiro,2837,1,3,3,3,6,2,4,1
40,Nao,Viaja_raramente,1,4,1,Masculino,3,1,4,Casado,2406,8,3,3,2,1,0,0,0
32,Nao,Viaja_raramente,1,4,2,Masculino,2,1,2,Casado,2269,0,3,2,3,2,2,2,2
39,Nao,Viaja_raramente,24,1,1,Masculino,3,2,4,Solteiro,4108,7,3,1,3,7,7,1,7
38,Nao,Viaja_raramente,10,3,2,Feminino,1,3,3,Casado,13206,3,3,1,3,18,16,1,11
32,Nao,Viaja_raramente,1,4,3,Feminino,3,3,4,Casado,10422,1,3,3,3,14,10,5,7
37,Nao,Viaja_raramente,10,3,3,Feminino,4,3,4,Casado,13744,1,4,1,3,16,11,6,8
25,Nao,Viaja_raramente,8,2,1,Feminino,3,2,3,Divorciado,4907,0,4,2,2,5,3,0,4
52,Nao,Nao_viaja,29,4,1,Masculino,3,1,4,Divorciado,3482,2,3,2,2,9,8,0,0
44,Nao,Viaja_raramente,1,3,2,Masculino,3,1,4,Solteiro,2436,6,3,3,3,4,3,1,2
21,Nao,Viaja_raramente,5,1,3,Masculino,3,1,1,Solteiro,2380,1,3,4,3,2,2,1,2
39,Nao,Nao_viaja,9,3,4,Masculino,3,5,4,Solteiro,19431,2,3,3,2,6,0,1,3
23,Sim,Viaja_frequentemente,9,3,4,Masculino,3,1,1,Casado,1790,1,3,1,2,1,0,1,0
36,Nao,Viaja_raramente,3,3,1,Feminino,2,3,4,Casado,7644,0,3,3,3,9,7,3,4
36,Nao,Viaja_frequentemente,4,2,4,Feminino,3,2,2,Divorciado,5131,7,3,2,3,4,2,0,2
56,Nao,Nao_viaja,1,4,3,Masculino,3,2,3,Divorciado,6306,1,4,1,2,13,12,1,9
29,Sim,Viaja_raramente,1,4,1,Masculino,3,1,4,Casado,4787,9,3,2,4,2,2,2,2
42,Nao,Viaja_raramente,2,3,1,Masculino,3,5,3,Casado,18880,5,3,1,2,22,6,4,14
56,Sim,Viaja_raramente,7,2,4,Masculino,3,1,3,Casado,2339,8,3,4,1,10,9,9,8
41,Nao,Viaja_raramente,28,4,1,Feminino,2,4,2,Casado,13570,0,4,3,3,20,7,0,10
34,Nao,Viaja_raramente,28,3,4,Feminino,2,2,3,Casado,6712,1,4,4,3,8,7,1,7
36,Nao,Nao_viaja,15,4,4,Masculino,1,2,4,Divorciado,5406,1,4,1,2,15,12,11,11
41,Nao,Viaja_raramente,3,3,3,Masculino,2,2,2,Divorciado,8938,2,3,3,3,5,4,0,4
32,Nao,Viaja_raramente,2,3,4,Masculino,3,1,1,Solteiro,2439,1,3,4,3,4,2,1,2
35,Nao,Viaja_raramente,26,4,3,Feminino,3,3,4,Solteiro,8837,1,3,3,3,9,0,1,7
38,Nao,Viaja_raramente,10,2,1,Feminino,3,2,4,Casado,5343,1,3,3,3,10,7,1,9
50,Sim,Viaja_frequentemente,1,4,2,Masculino,3,2,3,Divorciado,6728,7,3,4,3,6,3,0,1
36,Nao,Viaja_raramente,11,4,2,Feminino,2,2,4,Casado,6652,4,3,1,2,6,3,0,0
45,Nao,Viaja_raramente,20,3,4,Feminino,3,2,3,Solteiro,4850,8,3,3,3,5,3,0,1
40,Nao,Viaja_raramente,2,4,3,Masculino,2,1,3,Solteiro,2809,2,3,4,3,2,2,2,2
35,Nao,Viaja_frequentemente,18,4,3,Masculino,3,2,3,Casado,5689,1,3,4,4,10,2,0,2
40,Nao,Viaja_raramente,2,4,3,Feminino,3,1,3,Casado,2001,2,3,2,3,5,3,0,2
35,Nao,Viaja_raramente,1,4,3,Feminino,1,1,4,Casado,2977,1,3,4,3,4,3,1,1
29,Nao,Viaja_raramente,13,2,4,Masculino,2,2,2,Casado,4025,4,3,1,3,4,3,0,3
29,Nao,Viaja_raramente,28,4,4,Feminino,2,1,1,Solteiro,3785,1,3,2,1,5,4,0,4
50,Sim,Viaja_raramente,28,3,4,Masculino,2,3,1,Divorciado,10854,4,3,2,3,3,2,2,0
39,Nao,Viaja_raramente,24,1,2,Feminino,2,4,4,Casado,12031,0,3,1,2,20,9,9,6
31,Nao,Nao_viaja,5,3,2,Masculino,3,2,1,Solteiro,9936,0,3,2,3,9,4,1,7
26,Nao,Viaja_raramente,5,3,4,Feminino,2,1,3,Solteiro,2966,0,3,4,3,4,2,0,0
